id,company_id,rule_type,definition,date_created,last_updated
157,667,regex_and_mcc,"{""pattern"": ""TRACTOR SUPPLY"", ""mcc_code"": 5599}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
158,474,regex_and_mcc,"{""pattern"": ""COACH"", ""mcc_code"": 5631}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
159,41,regex_and_mcc,"{""pattern"": ""ATHLETA"", ""mcc_code"": 5651}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
160,40,regex_and_mcc,"{""pattern"": ""BANANA REPUBLIC"", ""mcc_code"": 5651}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
161,39,regex_and_mcc,"{""pattern"": ""GAP"", ""mcc_code"": 5651}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
162,32,regex_and_mcc,"{""pattern"": ""H&M"", ""mcc_code"": 5651}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
163,26,regex_and_mcc,"{""pattern"": ""HOME GOODS"", ""mcc_code"": 5651}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
164,25,regex_and_mcc,"{""pattern"": ""MARSHALLS"", ""mcc_code"": 5651}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
165,417,regex_and_mcc,"{""pattern"": ""URBAN OUTFITTERS"", ""mcc_code"": 5651}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
166,523,regex_and_mcc,"{""pattern"": ""ADIDAS"", ""mcc_code"": 5655}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
167,475,regex_and_mcc,"{""pattern"": ""COLUMBIA SPORTSWEAR"", ""mcc_code"": 5655}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
168,208,regex_and_mcc,"{""pattern"": ""NIKE"", ""mcc_code"": 5655}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
169,414,regex_and_mcc,"{""pattern"": ""DSW"", ""mcc_code"": 5661}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
170,415,regex_and_mcc,"{""pattern"": ""FOOT LOCKER"", ""mcc_code"": 5661}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
171,526,regex_and_mcc,"{""pattern"": ""SKECHERS"", ""mcc_code"": 5661}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
172,125,regex_and_mcc,"{""pattern"": ""TIMBERLAND"", ""mcc_code"": 5661}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
173,126,regex_and_mcc,"{""pattern"": ""VANS"", ""mcc_code"": 5661}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
174,410,regex_and_mcc,"{""pattern"": ""ABERCROMBIE & FITCH"", ""mcc_code"": 5691}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
175,411,regex_and_mcc,"{""pattern"": ""AEROPOSTALE"", ""mcc_code"": 5691}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
176,638,regex_and_mcc,"{""pattern"": ""BED BATH & BEYOND"", ""mcc_code"": 5719}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
177,136,regex_and_mcc,"{""pattern"": ""APPLE"", ""mcc_code"": 5732}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
178,136,regex_and_mcc,"{""pattern"": ""APPLEONLINESTORE"", ""mcc_code"": 5732}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
179,640,regex_and_mcc,"{""pattern"": ""BEST BUY"", ""mcc_code"": 5732}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
180,141,regex_and_mcc,"{""pattern"": ""SONY"", ""mcc_code"": 5732}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
181,350,regex_and_mcc,"{""pattern"": ""MICROSOFT"", ""mcc_code"": 5734}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
182,618,regex_and_mcc,"{""pattern"": ""TURBOTAX"", ""mcc_code"": 5734}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
183,68,regex_and_mcc,"{""pattern"": ""AMAZON"", ""mcc_code"": 5735}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
184,138,regex_and_mcc,"{""pattern"": ""ITUNES"", ""mcc_code"": 5735}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
185,72,regex_and_mcc,"{""pattern"": ""KINDLE"", ""mcc_code"": 5735}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
186,247,regex_and_mcc,"{""pattern"": ""ALOFT"", ""mcc_code"": 5812}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
187,448,regex_and_mcc,"{""pattern"": ""AMC"", ""mcc_code"": 5812}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
188,609,regex_and_mcc,"{""pattern"": ""ARAMARK"", ""mcc_code"": 5812}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
189,799,regex_and_mcc,"{""pattern"": ""ARBYS"", ""mcc_code"": 5812}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
190,672,regex_and_mcc,"{""pattern"": ""BLIZZARD ENTERTAINMENT"", ""mcc_code"": 5812}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
191,610,regex_and_mcc,"{""pattern"": ""BUFFALO WILD WINGS"", ""mcc_code"": 5812}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
192,615,regex_and_mcc,"{""pattern"": ""CHEESECAKE"", ""mcc_code"": 5812}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
193,725,regex_and_mcc,"{""pattern"": ""CHICK-FIL-A"", ""mcc_code"": 5812}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
194,319,regex_and_mcc,"{""pattern"": ""CHILI'S"", ""mcc_code"": 5812}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
195,604,regex_and_mcc,"{""pattern"": ""CHIPOTLE"", ""mcc_code"": 5812}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
196,611,regex_and_mcc,"{""pattern"": ""CRACKER BARREL"", ""mcc_code"": 5812}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
197,19,regex_and_mcc,"{""pattern"": ""DAIRY QUEEN"", ""mcc_code"": 5812}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
198,254,regex_and_mcc,"{""pattern"": ""DOUBLETREE"", ""mcc_code"": 5812}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
199,315,regex_and_mcc,"{""pattern"": ""DUNKIN"", ""mcc_code"": 5812}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
200,323,regex_and_mcc,"{""pattern"": ""OLIVE GARDEN"", ""mcc_code"": 5812}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
201,312,regex_and_mcc,"{""pattern"": ""PIZZA HUT"", ""mcc_code"": 5812}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
202,614,regex_and_mcc,"{""pattern"": ""POTBELLY"", ""mcc_code"": 5812}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
203,310,regex_and_mcc,"{""pattern"": ""TACO BELL"", ""mcc_code"": 5812}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
204,616,regex_and_mcc,"{""pattern"": ""TEXAS ROADHOUSE"", ""mcc_code"": 5812}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
205,334,regex_and_mcc,"{""pattern"": ""YARD HOUSE"", ""mcc_code"": 5812}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
206,602,regex_and_mcc,"{""pattern"": ""STARBUCKS"", ""mcc_code"": 5813}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
207,385,regex_and_mcc,"{""pattern"": ""ALASKA AIR"", ""mcc_code"": 5814}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
208,448,regex_and_mcc,"{""pattern"": ""AMC"", ""mcc_code"": 5814}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
209,609,regex_and_mcc,"{""pattern"": ""ARAMARK"", ""mcc_code"": 5814}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
210,799,regex_and_mcc,"{""pattern"": ""ARBYS"", ""mcc_code"": 5814}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
211,650,regex_and_mcc,"{""pattern"": ""BARNESNOBLE"", ""mcc_code"": 5814}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
212,316,regex_and_mcc,"{""pattern"": ""BASKIN"", ""mcc_code"": 5814}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
213,294,regex_and_mcc,"{""pattern"": ""BEN & JERRY'S"", ""mcc_code"": 5814}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
214,783,regex_and_mcc,"{""pattern"": ""BOSTON MARKET"", ""mcc_code"": 5814}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
215,610,regex_and_mcc,"{""pattern"": ""BUFFALO WILD WINGS"", ""mcc_code"": 5814}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
216,306,regex_and_mcc,"{""pattern"": ""BURGER KING"", ""mcc_code"": 5814}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
217,725,regex_and_mcc,"{""pattern"": ""CHICK-FIL-A"", ""mcc_code"": 5814}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
218,604,regex_and_mcc,"{""pattern"": ""CHIPOTLE"", ""mcc_code"": 5814}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
219,19,regex_and_mcc,"{""pattern"": ""DAIRY QUEEN"", ""mcc_code"": 5814}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
220,606,regex_and_mcc,"{""pattern"": ""DOMINO"", ""mcc_code"": 5814}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
221,315,regex_and_mcc,"{""pattern"": ""DUNKIN"", ""mcc_code"": 5814}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
222,612,regex_and_mcc,"{""pattern"": ""JACK IN THE BOX"", ""mcc_code"": 5814}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
223,745,regex_and_mcc,"{""pattern"": ""JAMBA JUICE"", ""mcc_code"": 5814}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
224,311,regex_and_mcc,"{""pattern"": ""KFC"", ""mcc_code"": 5814}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
225,601,regex_and_mcc,"{""pattern"": ""MCDONALD"", ""mcc_code"": 5814}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
226,608,regex_and_mcc,"{""pattern"": ""PANERA"", ""mcc_code"": 5814}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
227,613,regex_and_mcc,"{""pattern"": ""PAPA JOHNS"", ""mcc_code"": 5814}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
228,312,regex_and_mcc,"{""pattern"": ""PIZZA HUT"", ""mcc_code"": 5814}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
229,602,regex_and_mcc,"{""pattern"": ""STARBUCKS"", ""mcc_code"": 5814}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
230,781,regex_and_mcc,"{""pattern"": ""SUBWAY"", ""mcc_code"": 5814}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
231,310,regex_and_mcc,"{""pattern"": ""TACO BELL"", ""mcc_code"": 5814}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
232,308,regex_and_mcc,"{""pattern"": ""TIM HORTONS"", ""mcc_code"": 5814}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
233,303,regex_and_mcc,"{""pattern"": ""WENDY"", ""mcc_code"": 5814}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
234,303,regex_and_mcc,"{""pattern"": ""WENDY'S"", ""mcc_code"": 5814}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
235,68,regex_and_mcc,"{""pattern"": ""AMAZON"", ""mcc_code"": 5818}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
236,72,regex_and_mcc,"{""pattern"": ""KINDLE"", ""mcc_code"": 5818}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
237,148,regex_and_mcc,"{""pattern"": ""BOOTS"", ""mcc_code"": 5912}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
238,502,regex_and_mcc,"{""pattern"": ""CVS"", ""mcc_code"": 5912}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
239,149,regex_and_mcc,"{""pattern"": ""DRUGSTORE.COM"", ""mcc_code"": 5912}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
240,150,regex_and_mcc,"{""pattern"": ""DUANE READE"", ""mcc_code"": 5912}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
241,202,regex_and_mcc,"{""pattern"": ""HANNAFORD"", ""mcc_code"": 5912}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
242,503,regex_and_mcc,"{""pattern"": ""RITE AID"", ""mcc_code"": 5912}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
243,147,regex_and_mcc,"{""pattern"": ""WALGREEN"", ""mcc_code"": 5912}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
244,659,regex_and_mcc,"{""pattern"": ""DICK'S SPORTING GOODS"", ""mcc_code"": 5941}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
245,68,regex_and_mcc,"{""pattern"": ""AMAZON"", ""mcc_code"": 5942}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
246,650,regex_and_mcc,"{""pattern"": ""BARNESNOBLE"", ""mcc_code"": 5942}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
247,359,regex_and_mcc,"{""pattern"": ""OFFICE DEPOT"", ""mcc_code"": 5943}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
248,646,regex_and_mcc,"{""pattern"": ""STAPLES"", ""mcc_code"": 5943}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
249,472,regex_and_mcc,"{""pattern"": ""PANDORA"", ""mcc_code"": 5944}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
250,62,regex_and_mcc,"{""pattern"": ""DISNEY"", ""mcc_code"": 5947}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
251,742,regex_and_mcc,"{""pattern"": ""HALLMARK"", ""mcc_code"": 5947}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
252,68,regex_and_mcc,"{""pattern"": ""AMAZON"", ""mcc_code"": 5967}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
253,68,regex_and_mcc,"{""pattern"": ""AMAZON"", ""mcc_code"": 5968}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
254,73,regex_and_mcc,"{""pattern"": ""AUDIBLE"", ""mcc_code"": 5968}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
255,63,regex_and_mcc,"{""pattern"": ""DISNEY MOVIE CLUB"", ""mcc_code"": 5968}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
256,293,regex_and_mcc,"{""pattern"": ""DOLLAR SHAVE CLUB"", ""mcc_code"": 5968}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
257,469,regex_and_mcc,"{""pattern"": ""EXPERIAN"", ""mcc_code"": 5968}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
258,285,regex_and_mcc,"{""pattern"": ""GOOGLE"", ""mcc_code"": 5968}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
259,68,regex_and_mcc,"{""pattern"": ""AMAZON"", ""mcc_code"": 5969}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
260,589,regex_and_mcc,"{""pattern"": ""AVON"", ""mcc_code"": 5977}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
261,648,regex_and_mcc,"{""pattern"": ""SALLY BEAUTY"", ""mcc_code"": 5977}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
262,95,regex_and_mcc,"{""pattern"": ""SEPHORA"", ""mcc_code"": 5977}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
263,68,regex_and_mcc,"{""pattern"": ""AMAZON"", ""mcc_code"": 5999}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
264,46,regex_and_mcc,"{""pattern"": ""BATH & BODY WORKS"", ""mcc_code"": 5999}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
265,640,regex_and_mcc,"{""pattern"": ""BEST BUY"", ""mcc_code"": 5999}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
266,553,regex_and_mcc,"{""pattern"": ""CHEVRON"", ""mcc_code"": 5999}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
267,81,regex_and_mcc,"{""pattern"": ""JET.COM"", ""mcc_code"": 5999}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
268,457,regex_and_mcc,"{""pattern"": ""ZULILY"", ""mcc_code"": 5999}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
269,446,regex_and_mcc,"{""pattern"": ""CHASE"", ""mcc_code"": 6010}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
270,491,regex_and_mcc,"{""pattern"": ""CAPITAL ONE"", ""mcc_code"": 6012}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
271,538,regex_and_mcc,"{""pattern"": ""AETNA"", ""mcc_code"": 6300}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
272,565,regex_and_mcc,"{""pattern"": ""AFLAC"", ""mcc_code"": 6300}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
273,297,regex_and_mcc,"{""pattern"": ""ALLSTATE"", ""mcc_code"": 6300}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
274,539,regex_and_mcc,"{""pattern"": ""ANTHEM"", ""mcc_code"": 6300}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
275,298,regex_and_mcc,"{""pattern"": ""ESURANCE"", ""mcc_code"": 6300}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
276,7,regex_and_mcc,"{""pattern"": ""GEICO"", ""mcc_code"": 6300}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
277,590,regex_and_mcc,"{""pattern"": ""PROGRESSIVE *INSURANCE"", ""mcc_code"": 6300}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
278,715,regex_and_mcc,"{""pattern"": ""AIRBNB"", ""mcc_code"": 7011}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
279,272,regex_and_mcc,"{""pattern"": ""DAYS INN"", ""mcc_code"": 7011}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
280,214,regex_and_mcc,"{""pattern"": ""HOLIDAY INN"", ""mcc_code"": 7011}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
281,626,regex_and_mcc,"{""pattern"": ""H&R BLOCK"", ""mcc_code"": 7276}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
282,490,regex_and_mcc,"{""pattern"": ""AMERICAN EXPRESS"", ""mcc_code"": 7278}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
283,633,regex_and_mcc,"{""pattern"": ""CUBESMART"", ""mcc_code"": 7299}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
284,576,regex_and_mcc,"{""pattern"": ""GROUPON"", ""mcc_code"": 7299}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
285,561,regex_and_mcc,"{""pattern"": ""FACEBK"", ""mcc_code"": 7311}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
286,561,regex_and_mcc,"{""pattern"": ""FACEBOOK"", ""mcc_code"": 7311}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
287,632,regex_and_mcc,"{""pattern"": ""EQUIFAX"", ""mcc_code"": 7321}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
288,469,regex_and_mcc,"{""pattern"": ""EXPERIAN"", ""mcc_code"": 7321}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
289,470,regex_and_mcc,"{""pattern"": ""TRANSUNION"", ""mcc_code"": 7321}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
290,144,regex_and_mcc,"{""pattern"": ""FEDEX OFFICE"", ""mcc_code"": 7338}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
291,498,regex_and_mcc,"{""pattern"": ""THE UPS STORE"", ""mcc_code"": 7338}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
292,68,regex_and_mcc,"{""pattern"": ""AMAZON"", ""mcc_code"": 7399}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
293,625,regex_and_mcc,"{""pattern"": ""EBAY"", ""mcc_code"": 7399}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
294,622,regex_and_mcc,"{""pattern"": ""UHAUL"", ""mcc_code"": 7513}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
295,185,regex_and_mcc,"{""pattern"": ""CIRCLE K"", ""mcc_code"": 7542}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
296,448,regex_and_mcc,"{""pattern"": ""AMC"", ""mcc_code"": 7832}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
297,56,regex_and_mcc,"{""pattern"": ""FANDANGO"", ""mcc_code"": 7832}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
298,643,regex_and_mcc,"{""pattern"": ""GAMESTOP"", ""mcc_code"": 7993}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
299,594,regex_and_mcc,"{""pattern"": ""PLANET FITNESS"", ""mcc_code"": 7997}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
300,626,regex_and_mcc,"{""pattern"": ""H&R BLOCK"", ""mcc_code"": 8931}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
301,382,regex_and_mcc,"{""pattern"": ""AIR CAN"", ""mcc_code"": 3000}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
302,360,regex_and_mcc,"{""pattern"": ""OFFICE MA"", ""mcc_code"": 5943}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
303,678,regex_and_mcc,"{""pattern"": ""ORBITZ"", ""mcc_code"": 4722}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
304,44,regex_and_mcc,"{""pattern"": ""VICTORIA'S SECR"", ""mcc_code"": 5621}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
305,752,regex_and_mcc,"{""pattern"": ""MEIJER"", ""mcc_code"": 5411}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
306,390,regex_and_mcc,"{""pattern"": ""COPA"", ""mcc_code"": 3000}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
307,286,regex_and_mcc,"{""pattern"": ""NEST LABS"", ""mcc_code"": 7399}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
308,70,regex_and_mcc,"{""pattern"": ""ZAPPO'S"", ""mcc_code"": 5661}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
309,77,regex_and_mcc,"{""pattern"": ""WOOT"", ""mcc_code"": 5999}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
310,388,regex_and_mcc,"{""pattern"": ""AMERICAN"", ""mcc_code"": 3000}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
311,620,regex_and_mcc,"{""pattern"": ""AARON'S"", ""mcc_code"": 7394}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
312,307,regex_and_mcc,"{""pattern"": ""POPEYE'S"", ""mcc_code"": 5814}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
313,679,regex_and_mcc,"{""pattern"": ""PRICELINE HOTELS"", ""mcc_code"": 7011}",2017-04-25 01:04:00.114965+00,2017-04-25 01:04:00.114965+00
